,gvkey,pred_vol,year,month
76,1045,0.039510296427760744,2020,8
77,1045,0.020256136048591493,2014,9
78,1045,0.02426116237940796,2015,9
79,1045,0.02340893398846241,2016,9
80,1045,0.022391828866798708,2017,9
81,1045,0.02159806399705892,2018,9
82,1045,0.023635221598284205,2019,9
83,1045,0.03797777921740178,2020,9
84,1075,0.009163730135703473,2011,1
85,1075,0.01213564584189898,2012,1
86,1075,0.01048624722922271,2013,1
87,1075,0.009678788786875784,2014,1
88,1075,0.013243196366436616,2015,1
89,1075,0.011755314587565558,2016,1
90,1075,0.011644423558081351,2017,1
91,1075,0.010481421204979337,2018,1
92,1075,0.01630014899143125,2019,1
93,1075,0.009675843755505375,2020,1
94,1075,0.01369540068782217,2011,10
95,1075,0.011488107722667779,2012,10
96,1075,0.011442669952951274,2013,10
97,1075,0.010306911990630786,2014,10
98,1075,0.011602662312041694,2015,10
99,1075,0.3146088384615016,2016,10
100,1075,0.010849581056008988,2017,10
101,1075,0.011582588131591616,2018,10
102,1075,0.009274525652935383,2019,10
103,1075,0.013918689201606202,2020,10
104,1075,0.014916559988977415,2011,11
105,1075,0.009954302730836695,2012,11
106,1075,0.01326929350040913,2013,11
107,1075,0.011030054635547272,2014,11
108,1075,0.012113812364404527,2015,11
109,1075,0.011390206737535958,2016,11
110,1075,0.009234962036171227,2017,11
111,1075,0.01464503166199897,2018,11
112,1075,0.01063887917028857,2019,11
113,1075,0.016290061387238538,2020,11
114,1075,0.015666207186777775,2011,12
115,1075,0.010683831241647353,2012,12
116,1075,0.011444545384051697,2013,12
117,1075,0.01166568978594143,2014,12
118,1075,0.012580768151139551,2015,12
119,1075,0.016102519767326566,2016,12
120,1075,0.009778616977875756,2017,12
121,1075,0.01037748067997035,2018,12
122,1075,0.010389559778015254,2019,12
123,1075,0.019649245879584377,2020,12
124,1075,0.0124141833145971,2011,2
125,1075,0.011493767876549448,2012,2
126,1075,0.00906358532521035,2013,2
127,1075,0.009984089975134386,2014,2
128,1075,0.011127185769901333,2015,2
129,1075,0.01305532458424531,2016,2
130,1075,0.010351666532496107,2017,2
131,1075,0.010694868420243224,2018,2
132,1075,0.012369527498102578,2019,2
133,1075,0.010336549867237846,2020,2
134,1075,0.010402817344145391,2011,3
135,1075,0.009554432574369961,2012,3
136,1075,0.011092995537725596,2013,3
137,1075,0.010390407664214693,2014,3
138,1075,0.013424776957686723,2015,3
139,1075,0.015247352974443554,2016,3
140,1075,0.01030330044209136,2017,3
141,1075,0.01792360773632681,2018,3
142,1075,0.00972080733468652,2019,3
143,1075,0.021271106095956897,2020,3
144,1075,0.011172040995270291,2011,4
145,1075,0.009568834829800334,2012,4
146,1075,0.009580285154230204,2013,4
147,1075,0.011547815707701938,2014,4
148,1075,0.012446648047528604,2015,4
149,1075,0.010343599355110755,2016,4
150,1075,0.009572251563764922,2017,4
151,1075,0.010341207445389123,2018,4
152,1075,0.010010042576380601,2019,4
153,1075,0.05601752956930195,2020,4
154,1075,0.010214993648460836,2011,5
155,1075,0.010295274732525686,2012,5
156,1075,0.009903263924769267,2013,5
157,1075,0.010642887184361563,2014,5
158,1075,0.013090429710288353,2015,5
159,1075,0.012384760220298401,2016,5
160,1075,0.009109672681476342,2017,5
161,1075,0.011492732881734835,2018,5
162,1075,0.03255794624414083,2019,5
163,1075,0.027383775305826627,2020,5
164,1075,0.009516920338390604,2011,6
165,1075,0.010342006344906932,2012,6
166,1075,0.013415860017158795,2013,6
167,1075,0.00992795475988311,2014,6
168,1075,0.010285817685266712,2015,6
169,1075,0.011789361537188748,2016,6
170,1075,0.009187681970987025,2017,6
171,1075,0.009764656871059207,2018,6
172,1075,0.011305248780986646,2019,6
173,1075,0.018435245393736227,2020,6
174,1075,0.009516603911059868,2011,7
175,1075,0.009781055547283616,2012,7
176,1075,0.01612685507299717,2013,7
177,1075,0.01205838825352407,2014,7
178,1075,0.010702181171059562,2015,7
179,1075,0.011821053252565949,2016,7
180,1075,0.009762942691627356,2017,7
181,1075,0.011035544304439092,2018,7
182,1075,0.011356239774598889,2019,7
183,1075,0.016933071460633158,2020,7
184,1075,0.011549155813305144,2011,8
185,1075,0.011014928605030222,2012,8
186,1075,0.011467872117751004,2013,8
187,1075,0.015020470159403259,2014,8
188,1075,0.01089071907197876,2015,8
189,1075,0.010525040534880119,2016,8
190,1075,0.009420751839284978,2017,8
191,1075,0.012979160554352201,2018,8
192,1075,0.011073141132734403,2019,8
193,1075,0.01336551354722116,2020,8
194,1075,0.016974494872910834,2011,9
195,1075,0.00924712757676959,2012,9
196,1075,0.01031907699360752,2013,9
197,1075,0.011822361781608533,2014,9
198,1075,0.014619031952837891,2015,9
199,1075,0.011883403793286068,2016,9
200,1075,0.008295179322956195,2017,9
201,1075,0.00981331801819934,2018,9
202,1075,0.009825405844035146,2019,9
203,1075,0.012861126367024448,2020,9
204,1078,0.011924107933090844,2011,1
205,1078,0.011220479045031902,2012,1
206,1078,0.011893693807264098,2013,1
207,1078,0.019066311601755544,2014,1
208,1078,0.01878192082828591,2015,1
209,1078,0.018573689654143063,2016,1
210,1078,0.018320807842450614,2017,1
211,1078,0.01802211604298082,2018,1
212,1078,0.01808097263502634,2019,1
213,1078,0.017655321604331677,2020,1
214,1078,0.014520060015617802,2011,10
215,1078,0.011202718632631312,2012,10
216,1078,0.04277258671056783,2013,10
217,1078,0.018808591931210126,2014,10
218,1078,0.018811159647207486,2015,10
219,1078,0.018657089805218817,2016,10
220,1078,0.018231481264310616,2017,10
221,1078,0.01789062178422223,2018,10
222,1078,0.017993791199720267,2019,10
223,1078,0.018699359493163006,2020,10
224,1078,0.012358877665178871,2011,11
225,1078,0.01563289115020909,2012,11
226,1078,0.019175206648169404,2013,11
227,1078,0.01880278954668275,2014,11
228,1078,0.018576275191760052,2015,11
229,1078,0.018441141892131144,2016,11
230,1078,0.018108600955662715,2017,11
231,1078,0.01796265305465495,2018,11
232,1078,0.017713966241358823,2019,11
233,1078,0.018123497179076672,2020,11
234,1078,0.015129908884627919,2011,12
235,1078,0.011605470692737973,2012,12
236,1078,0.01910313362476728,2013,12
237,1078,0.018745413984613553,2014,12
238,1078,0.018545549576405362,2015,12
239,1078,0.018502216083485783,2016,12
240,1078,0.018139583787948388,2017,12
241,1078,0.01799278071601877,2018,12
242,1078,0.03693176977952206,2019,12
243,1078,0.018112131795617492,2020,12
244,1078,0.013296388508479324,2011,2
245,1078,0.01102530951946475,2012,2
246,1078,0.01957246992454883,2013,2
247,1078,0.019090191750022616,2014,2
248,1078,0.019011143546545758,2015,2
249,1078,0.0204534728102589,2016,2
250,1078,0.018480097402340717,2017,2
251,1078,0.01801019302038651,2018,2
252,1078,0.018190834881450894,2019,2
253,1078,0.017904921405197952,2020,2
254,1078,0.013136096965166665,2011,3
255,1078,0.010558585476886914,2012,3
256,1078,0.019427076465593066,2013,3
257,1078,0.019026754346245737,2014,3
258,1078,0.01918632443837395,2015,3
259,1078,0.01870884331490908,2016,3
260,1078,0.018330571992308843,2017,3
261,1078,0.018018536751541914,2018,3
262,1078,0.017857539424167998,2019,3
263,1078,0.01815140365220978,2020,3
264,1078,0.012533435283273296,2011,4
265,1078,0.0106372881882555,2012,4
266,1078,0.019546445852239875,2013,4
267,1078,0.01899202464193852,2014,4
268,1078,0.01874393870282439,2015,4
269,1078,0.018501015416148688,2016,4
270,1078,0.0182140966229312,2017,4
271,1078,0.018208420344131213,2018,4
272,1078,0.017851854645546335,2019,4
273,1078,0.018689024026085983,2020,4
274,1078,0.01305262790544859,2011,5
275,1078,0.011329593188556324,2012,5
276,1078,0.019313666852069474,2013,5
277,1078,0.018964696525009685,2014,5
278,1078,0.018713797049236158,2015,5
279,1078,0.02014110225384897,2016,5
280,1078,0.018225265928973937,2017,5
281,1078,0.01826425470694055,2018,5
282,1078,0.017968459740738647,2019,5
283,1078,0.01808646040550776,2020,5
284,1078,0.012752375892714694,2011,6
285,1078,0.011389972615879118,2012,6
286,1078,0.019629569531703948,2013,6
287,1078,0.01896098374984549,2014,6
288,1078,0.018669277144306072,2015,6
289,1078,0.018532931377808138,2016,6
290,1078,0.01833208315296635,2017,6
291,1078,0.01810637483108669,2018,6
292,1078,0.017804399737143622,2019,6
293,1078,0.018544893930920472,2020,6
294,1078,0.011795011657476224,2011,7
295,1078,0.012483161992593597,2012,7
296,1078,0.0193459004348819,2013,7
297,1078,0.01891949091185163,2014,7
298,1078,0.01860283336190778,2015,7
299,1078,0.018791063035389986,2016,7
300,1078,0.018156854077730534,2017,7
301,1078,0.017949623951492688,2018,7
302,1078,0.01780308961950144,2019,7
303,1078,0.018452681500135817,2020,7
304,1078,0.011007371048134262,2011,8
305,1078,0.012784945290729894,2012,8
306,1078,0.01923801870350384,2013,8
307,1078,0.018997078722793145,2014,8
308,1078,0.018501779837163158,2015,8
309,1078,0.018520495110294292,2016,8
310,1078,0.018217251737558143,2017,8
311,1078,0.01793391007100188,2018,8
312,1078,0.017841007411425667,2019,8
313,1078,0.01812071821345469,2020,8
314,1078,0.01734277673159361,2011,9
315,1078,0.009763942797219186,2012,9
316,1078,0.01922121354129338,2013,9
317,1078,0.01881021252506455,2014,9
318,1078,0.018728688205658237,2015,9
319,1078,0.018585643460938953,2016,9
320,1078,0.018250697246954703,2017,9
321,1078,0.017892646240108927,2018,9
322,1078,0.01815336883335983,2019,9
323,1078,0.018416834948595525,2020,9
324,1161,0.029286639445317043,2011,1
325,1161,0.03742426953194945,2012,1
326,1161,0.040120077505503636,2013,1
327,1161,0.02890340233721052,2014,1
328,1161,0.029257495620780668,2015,1
329,1161,0.0368977698655709,2016,1
330,1161,0.03772843357469271,2017,1
331,1161,0.032262246844083436,2018,1
332,1161,0.04518752777776924,2019,1
333,1161,0.03088341903722079,2020,1
334,1161,0.04873922445012846,2011,10
335,1161,0.03871183589156213,2012,10
336,1161,0.031683142548351015,2013,10
337,1161,0.030036810025729086,2014,10
338,1161,0.03867448007525,2015,10
339,1161,0.036051703612080994,2016,10
340,1161,0.032453145246087264,2017,10
341,1161,0.039479804413417995,2018,10
342,1161,0.03215902605057776,2019,10
343,1161,0.03518854798213346,2020,10
344,1161,0.04568915469936883,2011,11
345,1161,0.05039260197026279,2012,11
346,1161,0.038746683729062543,2013,11
347,1161,0.033889598621654436,2014,11
348,1161,0.03309576483479419,2015,11
349,1161,0.03757636351801615,2016,11
350,1161,0.04214016238357757,2017,11
351,1161,0.056731907122132656,2018,11
352,1161,0.03031186896250378,2019,11
353,1161,0.03325181198070265,2020,11
354,1161,0.04208994563799678,2011,12
355,1161,0.04294090357689274,2012,12
356,1161,0.031038315798687398,2013,12
357,1161,0.03044916926766491,2014,12
358,1161,0.034093313127356806,2015,12
359,1161,0.04054002842576587,2016,12
360,1161,0.03372426129657994,2017,12
361,1161,0.04494233146928112,2018,12
362,1161,0.030042248029511155,2019,12
363,1161,0.03428631850116948,2020,12
364,1161,0.035941169766863824,2011,2
365,1161,0.03254262435637298,2012,2
366,1161,0.04103835433245088,2013,2
367,1161,0.03395643028786649,2014,2
368,1161,0.03635497721662129,2015,2
369,1161,0.050059380239871124,2016,2
370,1161,0.03351839871819026,2017,2
371,1161,0.03553490722626059,2018,2
372,1161,0.05756776556006797,2019,2
373,1161,0.03296195973351227,2020,2
374,1161,0.03643800691346999,2011,3
375,1161,0.031627784821692345,2012,3
376,1161,0.035463408606618736,2013,3
377,1161,0.03080492075719629,2014,3
378,1161,0.03682640110276618,2015,3
379,1161,0.0415326043882722,2016,3
380,1161,0.041294138440766834,2017,3
381,1161,0.034180558383803086,2018,3
382,1161,0.03815490981324871,2019,3
383,1161,0.03978087822971324,2020,3
384,1161,0.03251350257969756,2011,4
385,1161,0.031172999534853876,2012,4
386,1161,0.03213961163990064,2013,4
387,1161,0.030714835875471365,2014,4
388,1161,0.03212295129654185,2015,4
389,1161,0.043198666205159185,2016,4
390,1161,0.0363614363389509,2017,4
391,1161,0.03214170558783771,2018,4
392,1161,0.039427558648138246,2019,4
393,1161,0.054853530945080074,2020,4
394,1161,0.03056122971846457,2011,5
395,1161,0.03142321087696453,2012,5
396,1161,0.03625722686582635,2013,5
397,1161,0.03656136394246436,2014,5
398,1161,0.03586868341603857,2015,5
399,1161,0.08394745607195242,2016,5
400,1161,0.03279203617288253,2017,5
401,1161,0.03987890362767581,2018,5
402,1161,0.03281640526543781,2019,5
403,1161,0.04289144436831196,2020,5
404,1161,0.029149457347202257,2011,6
405,1161,0.03395269327980302,2012,6
406,1161,0.041210635156473864,2013,6
407,1161,0.030248079828864072,2014,6
408,1161,0.030567702057742407,2015,6
409,1161,0.0494786923836918,2016,6
410,1161,0.047351833505827806,2017,6
411,1161,0.03180003593888356,2018,6
412,1161,0.03685734187377055,2019,6
413,1161,0.035963494748778996,2020,6
414,1161,0.03075336079195248,2011,7
415,1161,0.036977729462346336,2012,7
416,1161,0.03382901121818372,2013,7
417,1161,0.031218727625344608,2014,7
418,1161,0.032290727630530265,2015,7
419,1161,0.04753622145269858,2016,7
420,1161,0.042435089254059546,2017,7
421,1161,0.034508482739065496,2018,7
422,1161,0.03501519670086119,2019,7
423,1161,0.034190547603899904,2020,7
424,1161,0.04327416992397076,2011,8
425,1161,0.040562310092005366,2012,8
426,1161,0.042112463605316314,2013,8
427,1161,0.03931799055079469,2014,8
428,1161,0.04419408008190367,2015,8
429,1161,0.04723860663188256,2016,8
430,1161,0.037805337787373244,2017,8
431,1161,0.04104010710639469,2018,8
432,1161,0.037124994031220826,2019,8
433,1161,0.04813819392421899,2020,8
434,1161,0.04091194784155939,2011,9
435,1161,0.03309908330738895,2012,9
436,1161,0.03424657647123286,2013,9
437,1161,0.030377700154334702,2014,9
438,1161,0.04157901943460015,2015,9
439,1161,0.036871049425182975,2016,9
440,1161,0.032782990254093654,2017,9
441,1161,0.03631065524347538,2018,9
442,1161,0.0396496059249017,2019,9
443,1161,0.03926385227200835,2020,9
444,1209,0.012090773341684971,2011,1
445,1209,0.01680041368538287,2012,1
446,1209,0.014667742384793465,2013,1
447,1209,0.013758441564570978,2014,1
448,1209,0.015385540289505598,2015,1
449,1209,0.014457161765567593,2016,1
450,1209,0.011959205659240081,2017,1
451,1209,0.010957769585354233,2018,1
452,1209,0.018682322941117102,2019,1
453,1209,0.011158076297761485,2020,1
454,1209,0.023129393791080154,2011,10
455,1209,0.012197269405583404,2012,10
456,1209,0.016167299255515476,2013,10
457,1209,0.015918284537245076,2014,10
458,1209,0.016512038308183187,2015,10
459,1209,0.011822317474851978,2016,10
460,1209,0.011208024722573474,2017,10
461,1209,0.011351450778759898,2018,10
462,1209,0.014389815238865844,2019,10
463,1209,0.015993062416389973,2020,10
464,1209,0.023680943715107622,2011,11
465,1209,0.018667246589631134,2012,11
466,1209,0.015188177968406874,2013,11
467,1209,0.018281029856974114,2014,11
468,1209,0.01698836219298376,2015,11
469,1209,0.012744978469596414,2016,11
470,1209,0.014651120548727093,2017,11
471,1209,0.01564957781265315,2018,11
472,1209,0.016241162212107852,2019,11
473,1209,0.016787231755116743,2020,11
474,1209,0.02544910139680303,2011,12
475,1209,0.012566186772446128,2012,12
476,1209,0.012875473176695663,2013,12
477,1209,0.014025003646086059,2014,12
478,1209,0.012880460889551769,2015,12
479,1209,0.012243206084931154,2016,12
480,1209,0.011439667827345337,2017,12
481,1209,0.014575005642320836,2018,12
482,1209,0.013451390439724244,2019,12
483,1209,0.0225033037978467,2020,12
484,1209,0.012894843930812036,2011,2
485,1209,0.013953793391046035,2012,2
486,1209,0.012556489200912473,2013,2
487,1209,0.015405832798343825,2014,2
488,1209,0.020856635950169306,2015,2
489,1209,0.02347808872118853,2016,2
490,1209,0.016653422281447453,2017,2
491,1209,0.014189406723252905,2018,2
492,1209,0.014929234830746648,2019,2
493,1209,0.017067059685715917,2020,2
494,1209,0.017073150800624635,2011,3
495,1209,0.013038760398414902,2012,3
496,1209,0.014353588401511309,2013,3
497,1209,0.016079812839469895,2014,3
498,1209,0.01315287732088237,2015,3
499,1209,0.01576442052678926,2016,3
500,1209,0.01221346904392673,2017,3
501,1209,0.01592173267670863,2018,3
502,1209,0.01226733176250763,2019,3
503,1209,0.022904651175133524,2020,3
504,1209,0.013830515174786511,2011,4
505,1209,0.012750511754435584,2012,4
506,1209,0.014024052390608981,2013,4
507,1209,0.01372125740454951,2014,4
508,1209,0.013347255826395106,2015,4
509,1209,0.014459289319293933,2016,4
510,1209,0.012406884761038293,2017,4
511,1209,0.01605518311206399,2018,4
512,1209,0.011443571703508189,2019,4
513,1209,0.05255780264668243,2020,4
514,1209,0.013520863948164033,2011,5
515,1209,0.017443704256316035,2012,5
516,1209,0.013456265860523526,2013,5
517,1209,0.012961453842616795,2014,5
518,1209,0.020504861618650345,2015,5
519,1209,0.012823943379847082,2016,5
520,1209,0.012393532037463588,2017,5
521,1209,0.013850144403579335,2018,5
522,1209,0.011993892385103953,2019,5
523,1209,0.028002080279864925,2020,5
524,1209,0.014389172065385581,2011,6
525,1209,0.016320324751670844,2012,6
526,1209,0.012339305085781774,2013,6
527,1209,0.013097375236864755,2014,6
528,1209,0.013623098699701849,2015,6
529,1209,0.011888789601209123,2016,6
530,1209,0.011205077988451162,2017,6
531,1209,0.012731103644225035,2018,6
532,1209,0.01315221274158839,2019,6
533,1209,0.01831466749505831,2020,6
534,1209,0.014880416660833121,2011,7
535,1209,0.017822935998848436,2012,7
536,1209,0.016711558330035587,2013,7
537,1209,0.017376021879694913,2014,7
538,1209,0.015351499778671314,2015,7
539,1209,0.019494141427618707,2016,7
540,1209,0.012973752348491935,2017,7
541,1209,0.012614802340712205,2018,7
542,1209,0.012201462281963659,2019,7
543,1209,0.016424278038650864,2020,7
544,1209,0.015705385395932907,2011,8
545,1209,0.014654733617207252,2012,8
546,1209,0.02222480902873265,2013,8
547,1209,0.016120256408217168,2014,8
548,1209,0.02200926428315391,2015,8
549,1209,0.0127327462115192,2016,8
550,1209,0.011544754125839447,2017,8
551,1209,0.014248331710124492,2018,8
552,1209,0.013238708739560257,2019,8
553,1209,0.015461140227772889,2020,8
554,1209,0.021667768470153784,2011,9
555,1209,0.01256934658939002,2012,9
556,1209,0.01403812665564747,2013,9
557,1209,0.011682813995658018,2014,9
558,1209,0.018335950895388416,2015,9
559,1209,0.011562725416078126,2016,9
560,1209,0.011487567192404144,2017,9
561,1209,0.012038020907459044,2018,9
562,1209,0.013987472966908639,2019,9
563,1209,0.013344984790085715,2020,9
564,1230,0.021768688522738344,2011,1
565,1230,0.024715251364289214,2012,1
566,1230,0.02083350666594561,2013,1
567,1230,0.02212200046925921,2014,1
568,1230,0.023380558162712884,2015,1
569,1230,0.021996658837196162,2016,1
570,1230,0.022374367030153053,2017,1
571,1230,0.02193266101155122,2018,1
572,1230,0.02545941027260002,2019,1
573,1230,0.01923472801743664,2020,1
574,1230,0.028967516289802965,2011,10
575,1230,0.02350801484397953,2012,10
576,1230,0.023469662193526798,2013,10
577,1230,0.023044531559192276,2014,10
578,1230,0.024854636479849278,2015,10
579,1230,0.02143948626783234,2016,10
580,1230,0.020941141542210853,2017,10
581,1230,0.02210049773195165,2018,10
582,1230,0.019968505637410736,2019,10
583,1230,0.029416570778451324,2020,10
584,1230,0.0306976864336867,2011,11
585,1230,0.020994103480558083,2012,11
586,1230,0.023001597770589764,2013,11
587,1230,0.026042683587162302,2014,11
588,1230,0.026340016135150714,2015,11
589,1230,0.021562854966022338,2016,11
590,1230,0.033558379125395936,2017,11
591,1230,0.025263645063702943,2018,11
592,1230,0.02130381069198654,2019,11
593,1230,0.03207723413887176,2020,11
594,1230,0.029279911039417288,2011,12
595,1230,0.02132667343961547,2012,12
596,1230,0.0216436408784703,2013,12
597,1230,0.02464049973666783,2014,12
598,1230,0.022310371619903197,2015,12
599,1230,0.02151916753567785,2016,12
600,1230,0.025059144039651475,2017,12
601,1230,0.024322873142265427,2018,12
602,1230,0.019435866452564052,2019,12
603,1230,0.03556137268543957,2020,12
604,1230,0.028530875242537918,2011,2
605,1230,0.023268531324516378,2012,2
606,1230,0.02061438562598561,2013,2
607,1230,0.02304258643194561,2014,2
608,1230,0.025768439488727497,2015,2
609,1230,0.028871533558160706,2016,2
610,1230,0.02156672510092683,2017,2
611,1230,0.027018707943707605,2018,2
612,1230,0.023343624171787987,2019,2
613,1230,0.020266525420791274,2020,2
614,1230,0.029421016593437155,2011,3
615,1230,0.025278701059839433,2012,3
616,1230,0.02238910337641952,2013,3
617,1230,0.0235105325940767,2014,3
618,1230,0.023623400378746186,2015,3
619,1230,0.02518992042284157,2016,3
620,1230,0.02055337801496598,2017,3
621,1230,0.022559828393470933,2018,3
622,1230,0.02059905337630834,2019,3
623,1230,0.030752580822960653,2020,3
624,1230,0.025346989959362035,2011,4
625,1230,0.02376966659421204,2012,4
626,1230,0.02324419184539343,2013,4
627,1230,0.022818035890601142,2014,4
628,1230,0.0223450772249835,2015,4
629,1230,0.022196051772459764,2016,4
630,1230,0.021488776752430314,2017,4
631,1230,0.022287818581971118,2018,4
632,1230,0.021344315625566667,2019,4
633,1230,0.08206238480570742,2020,4
634,1230,0.024862950060567747,2011,5
635,1230,0.022249353412464083,2012,5
636,1230,0.026504154048340833,2013,5
637,1230,0.022792378634305013,2014,5
638,1230,0.0232103888377597,2015,5
639,1230,0.023451580310239632,2016,5
640,1230,0.022684606314334922,2017,5
641,1230,0.027216055588901597,2018,5
642,1230,0.021395035532911496,2019,5
643,1230,0.05458348605576599,2020,5
644,1230,0.02217121085798182,2011,6
645,1230,0.02388360066975624,2012,6
646,1230,0.028666694961226348,2013,6
647,1230,0.02111650787327073,2014,6
648,1230,0.02371311010620688,2015,6
649,1230,0.021590328221851394,2016,6
650,1230,0.021359568858433958,2017,6
651,1230,0.02271748330293318,2018,6
652,1230,0.02063353217459386,2019,6
653,1230,0.04923307415659813,2020,6
654,1230,0.02321439316458649,2011,7
655,1230,0.02282029172218695,2012,7
656,1230,0.025733961465877593,2013,7
657,1230,0.021568885418162393,2014,7
658,1230,0.02287801048247779,2015,7
659,1230,0.02355539853197139,2016,7
660,1230,0.020357546512288757,2017,7
661,1230,0.020587680088552267,2018,7
662,1230,0.0209884167188389,2019,7
663,1230,0.04816540157717891,2020,7
664,1230,0.023653513389181195,2011,8
665,1230,0.02263583730359411,2012,8
666,1230,0.026865634520364827,2013,8
667,1230,0.027879571801043213,2014,8
668,1230,0.022398489532406717,2015,8
669,1230,0.02249444665767048,2016,8
670,1230,0.020887796520415,2017,8
671,1230,0.028624597206203466,2018,8
672,1230,0.021744974341003694,2019,8
673,1230,0.028631635849678087,2020,8
674,1230,0.031225027355205524,2011,9
675,1230,0.020678953195535744,2012,9
676,1230,0.025799437978374647,2013,9
677,1230,0.022928423823883295,2014,9
678,1230,0.023619816135730488,2015,9
679,1230,0.020608232289433225,2016,9
680,1230,0.021865140063580656,2017,9
681,1230,0.02214559122097028,2018,9
682,1230,0.021462830661401585,2019,9
683,1230,0.03381060132421134,2020,9
684,1300,0.014759940718038132,2011,1
685,1300,0.018958292380908147,2012,1
686,1300,0.014517047450038408,2013,1
687,1300,0.013530705820466279,2014,1
688,1300,0.014335944335829432,2015,1
689,1300,0.01652529958323871,2016,1
690,1300,0.012603761343345092,2017,1
691,1300,0.012120614081567225,2018,1
692,1300,0.019128509015154765,2019,1
693,1300,0.027538527124566343,2020,1
694,1300,0.02652767019009181,2011,10
695,1300,0.014797380720603095,2012,10
696,1300,0.01429214134928094,2013,10
697,1300,0.014073235467430336,2014,10
698,1300,0.017753061195697542,2015,10
699,1300,0.013137458259641,2016,10
700,1300,0.012759021763585026,2017,10
701,1300,0.012160769068929237,2018,10
702,1300,0.013199415336195437,2019,10
703,1300,0.017314153432695146,2020,10
704,1300,0.026576115306077085,2011,11
705,1300,0.014081176222515071,2012,11
706,1300,0.014598383472151977,2013,11
707,1300,0.017544364817288348,2014,11
708,1300,0.015360996061453828,2015,11
709,1300,0.01481723256726373,2016,11
710,1300,0.012000535702328341,2017,11
711,1300,0.018980778497757998,2018,11
712,1300,0.013664450226774585,2019,11
713,1300,0.01943173306733087,2020,11
714,1300,0.02674833417154012,2011,12
715,1300,0.014444258374869927,2012,12
716,1300,0.013523844902703556,2013,12
717,1300,0.013134366787519332,2014,12
718,1300,0.013998482060566425,2015,12
719,1300,0.012830785152088225,2016,12
720,1300,0.013139041060899383,2017,12
721,1300,0.013385929376145607,2018,12
722,1300,0.012878474103638802,2019,12
723,1300,0.020012290541746407,2020,12
724,1300,0.014289920997166609,2011,2
725,1300,0.01454162645648691,2012,2
726,1300,0.013173040651269546,2013,2
727,1300,0.015066431841051572,2014,2
728,1300,0.016548475840136426,2015,2
729,1300,0.021637458261080482,2016,2
730,1300,0.011864773158609614,2017,2
731,1300,0.014427840411765319,2018,2
732,1300,0.013519743846841572,2019,2
733,1300,0.01610588483492259,2020,2
734,1300,0.01636292601664161,2011,3
