"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.4939,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.5197,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.5311,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.525,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.4759,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.4243,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-02",101.4133,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-03",101.4152,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-04",101.4257,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-05",101.4254,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-06",101.4352,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-07",101.4432,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-08",101.4488,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-09",101.4406,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-10",101.3586,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-11",101.2605,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1987-12",101.2139,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-01",101.2015,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-02",101.2476,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-03",101.3307,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-04",101.4263,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-05",101.5044,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-06",101.5579,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-07",101.5962,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.6433,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.6845,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.7318,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.7835,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.75,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.6674,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.5513,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.4115,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.3228,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.3194,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.374,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.4429,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.4796,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.486,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.4346,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-11",101.4499,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1989-12",101.5071,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-01",101.509,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.4199,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.29,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.2614,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.2828,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.3052,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.2317,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.9603,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.5443,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.3306,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.2899,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.2673,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-01",100.1301,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-02",100.1661,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.4015,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.5351,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.5464,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.3946,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-07",100.205,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-08",100.1608,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-09",100.262,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-10",100.295,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-11",100.2343,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1991-12",100.1403,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-01",100.1208,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-02",100.1762,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-03",100.1868,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-04",100.134,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-05",100.0405,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-06",99.8849,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-07",99.66514,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-08",99.36589,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-09",99.03808,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-10",98.73773,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-11",98.5315,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1992-12",98.44337,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-01",98.45477,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-02",98.44412,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-03",98.44525,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-04",98.51178,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-05",98.52582,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-06",98.43974,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-07",98.43484,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-08",98.50816,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-09",98.58965,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-10",98.58923,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-11",98.58582,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1993-12",98.70515,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-01",98.92043,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-02",99.1284,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-03",99.31316,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-04",99.57411,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-05",99.92853,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.3073,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.6072,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.8509,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-09",101.0299,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-10",101.1089,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-11",101.0986,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1994-12",101.0162,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.9614,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.8503,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.7211,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.6557,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.6726,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.7675,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.8204,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.7928,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.6936,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.5872,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.491,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.3918,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.3053,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.1951,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.0893,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-04",99.95539,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-05",99.84918,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-06",99.80356,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-07",99.80014,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-08",99.85442,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-09",99.92291,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-10",100.0114,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-11",100.1154,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1996-12",100.2343,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-01",100.3516,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-02",100.4025,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-03",100.3996,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-04",100.3861,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-05",100.4419,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-06",100.5784,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-07",100.7518,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-08",100.9494,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.1417,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.2837,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.3609,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.3869,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.4111,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.4914,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-03",101.5926,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-04",101.6331,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-05",101.6338,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.6135,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.6311,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.6379,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.7085,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.8334,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.9552,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1998-12",102.0134,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-01",102.0481,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-02",102.0327,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-03",101.9302,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-04",101.7961,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.6946,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.6904,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.7317,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.8032,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.9095,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.0833,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.2337,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.3766,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.4774,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.5186,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.5231,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.509,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.468,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.3885,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.3223,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.2182,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.0628,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.0719,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.1563,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2000-12",102.2506,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-01",102.2791,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-02",102.2531,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-03",102.1992,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-04",102.0977,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-05",101.9803,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-06",101.8709,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-07",101.7214,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-08",101.5286,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-09",101.3632,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-10",101.238,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-11",101.2218,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2001-12",101.316,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.4186,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.5119,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.56,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.5502,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.4976,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.3995,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.3119,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.2347,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-09",101.1634,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-10",100.9588,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-11",100.6619,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2002-12",100.3201,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-01",100.0279,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.84921,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.8033,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.91434,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.0455,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.1784,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.2467,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.2835,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.3338,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.3383,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.3593,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.3844,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.4191,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.4666,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.4888,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.4562,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.3949,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.3655,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.3671,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.4035,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.4753,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.5536,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.619,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.6998,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.7629,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.783,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.7239,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.5773,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.3881,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.2573,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.2062,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.2082,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.1981,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.2241,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.3139,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.4859,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.6611,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.7628,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.8168,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.8341,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.746,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.6141,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.5588,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.5874,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.6597,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.7521,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.8194,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.833,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.7993,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.8576,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.9707,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.1276,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.2924,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.3513,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.3163,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.1804,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.9702,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.7163,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.3875,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.07,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.74168,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.42751,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.09042,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.67672,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.21744,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.76066,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.49444,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.50126,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.49949,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.29694,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.05886,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.81757,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.6595,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.6301,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.81473,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.21262,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.67318,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.11409,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.4651,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.77496,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.10245,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.36207,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.52442,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.61752,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.67749,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.68457,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.65473,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.56801,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.40518,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.34273,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.40163,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.50395,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.54729,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.55611,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.56483,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.50407,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.42503,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.3662,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.23641,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.11783,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.14271,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.14101,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.93658,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.545,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.20767,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.99097,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.92258,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.93575,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.04365,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.17268,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.20979,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.1259,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.06548,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.01107,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",97.89455,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",97.69072,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",97.47892,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",97.38867,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",97.42702,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.51789,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.69305,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.8415,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.96284,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.08502,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.22943,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.45033,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.73004,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.98206,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.17087,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.28161,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.3888,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.52663,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.67735,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.82878,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.052,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.2565,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.3742,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.3772,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.2908,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.1871,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.0965,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0608,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0663,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.1867,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.3809,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5839,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.7294,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.7794,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.7244,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.6572,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.5783,
"OECDE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5758,
